Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Unit_Price,Profit_Margin,Revenue,Discount_Band,Price_Segment,Market_Benchmark_Price_x,Market_Benchmark_Price_y,Market_Benchmark_Price,Price_vs_Market
First Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,276.784,2,0.2,89.9548,138.392,32.5,276.784,Low (1-20%),Premium,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
Standard Class,Corporate,United States,San Francisco,California,94109,West,Technology,Accessories,239.97,3,0.0,86.3892,79.99,36.0,239.97,No Discount,Premium,29.99,29.99,29.99,Overpriced
Standard Class,Corporate,United States,San Francisco,California,94109,West,Furniture,Furnishings,16.02,6,0.0,6.0876,2.67,38.0,16.02,No Discount,Low,14.136,14.136,14.136,Underpriced
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Storage,454.56,5,0.2,-107.958,90.912,-23.75,454.56,Low (1-20%),Premium,37.208,37.208,37.208,Overpriced
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Furnishings,141.42,5,0.6,-187.3815,28.284,-132.5,141.42,High (41%+),Premium,14.136,14.136,14.136,Overpriced
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Chairs,310.744,4,0.3,-26.6352,77.686,-8.571428571428571,310.744,Medium (21-40%),Mid,105.623,105.623,105.623,Underpriced
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Art,12.736,4,0.2,2.2288,3.184,17.5,12.736,Low (1-20%),Mid,4.24,4.24,4.24,Fair
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,6.47,5,0.8,-9.705,1.294,-150.0,6.47,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,13.748,14,0.8,-22.6842,0.982,-165.0,13.748,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Appliances,15.224,2,0.8,-38.8212,7.612,-255.0,15.224,High (41%+),Low,30.448,30.448,30.448,Underpriced
Standard Class,Corporate,United States,East Point,Georgia,30344,South,Furniture,Furnishings,27.42,3,0.0,9.3228,9.14,34.0,27.42,No Discount,Mid,14.136,14.136,14.136,Underpriced
Standard Class,Corporate,United States,East Point,Georgia,30344,South,Office Supplies,Binders,165.98,1,0.0,74.691,165.98,45.00000000000001,165.98,No Discount,Premium,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
Standard Class,Corporate,United States,East Point,Georgia,30344,South,Technology,Accessories,75.0,3,0.0,18.0,25.0,24.0,75.0,No Discount,Mid,29.99,29.99,29.99,Fair
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,134.272,8,0.2,46.9952,16.784,35.0,134.272,Low (1-20%),Premium,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Labels,146.544,6,0.2,47.6268,24.424000000000003,32.5,146.544,Low (1-20%),Premium,3.984,3.984,3.984,Overpriced
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,131.904,3,0.2,47.8152,43.968,36.25,131.904,Low (1-20%),Premium,6.48,6.48,6.48,Overpriced
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Appliances,203.88,5,0.2,20.388,40.776,10.0,203.88,Low (1-20%),Mid,30.448,30.448,30.448,Overpriced
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Binders,14.301,7,0.7,-10.4874,2.043,-73.33333333333333,14.301,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Storage,718.64,10,0.2,-161.694,71.864,-22.5,718.64,Low (1-20%),Mid,37.208,37.208,37.208,Overpriced
Standard Class,Home Office,United States,Arlington,Virginia,22204,South,Furniture,Furnishings,61.1,5,0.0,18.33,12.22,30.0,61.1,No Discount,Mid,14.136,14.136,14.136,Fair
Standard Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Appliances,28.08,3,0.2,5.265,9.36,18.75,28.08,Low (1-20%),Low,30.448,30.448,30.448,Underpriced
Second Class,Corporate,United States,Yuma,Arizona,85364,West,Office Supplies,Art,10.496,4,0.2,1.1808,2.624,11.25,10.496,Low (1-20%),Low,4.24,4.24,4.24,Underpriced
Standard Class,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Binders,39.92,2,0.2,12.974,19.96,32.5,39.92,Low (1-20%),Premium,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Appliances,77.58,9,0.0,20.1708,8.62,26.0,77.58,No Discount,Low,30.448,30.448,30.448,Underpriced
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Office Supplies,Storage,269.36,7,0.0,70.0336,38.48,26.0,269.36,No Discount,Mid,37.208,37.208,37.208,Fair
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,5.76,2,0.0,2.8224,2.88,49.00000000000001,5.76,No Discount,Low,3.984,3.984,3.984,Underpriced
Second Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,109.9,5,0.0,32.97,21.98,30.0,109.9,No Discount,Premium,4.24,4.24,4.24,Overpriced
Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Furnishings,23.88,3,0.0,10.5072,7.96,44.0,23.88,No Discount,Low,14.136,14.136,14.136,Underpriced
Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,26.2,4,0.0,12.052,6.55,46.0,26.2,No Discount,Mid,6.48,6.48,6.48,Fair
Second Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,234.95,5,0.0,32.893,46.99,14.000000000000002,234.95,No Discount,Mid,29.99,29.99,29.99,Overpriced
Standard Class,Consumer,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Storage,118.25,5,0.0,34.2925,23.65,29.0,118.25,No Discount,Mid,37.208,37.208,37.208,Underpriced
Standard Class,Consumer,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Paper,4.28,1,0.0,1.926,4.28,44.99999999999999,4.28,No Discount,Low,6.48,6.48,6.48,Underpriced
First Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Accessories,26.85,3,0.0,5.1015,8.950000000000001,19.0,26.85,No Discount,Low,29.99,29.99,29.99,Underpriced
First Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Machines,3357.6,3,0.2,377.73,1119.2,11.25,3357.6,Low (1-20%),Premium,199.77,199.77,199.77,Overpriced
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Labels,8.26,2,0.0,3.7996,4.13,46.0,8.26,No Discount,Mid,3.984,3.984,3.984,Fair
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Machines,2973.32,7,0.2,334.4985,424.7600000000001,11.249999999999998,2973.32,Low (1-20%),Premium,199.77,199.77,199.77,Overpriced
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Storage,104.79,7,0.0,29.3412,14.97,28.0,104.79,No Discount,Low,37.208,37.208,37.208,Underpriced
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,775.728,6,0.2,58.1796,129.28799999999998,7.500000000000001,775.728,Low (1-20%),Premium,69.99,69.99,69.99,Overpriced
First Class,Home Office,United States,Houston,Texas,77041,Central,Furniture,Bookcases,89.0664,1,0.32,-17.0274,89.0664,-19.11764705882353,89.0664,Medium (21-40%),Mid,102.833,102.833,102.833,Fair
First Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Art,175.44,6,0.2,52.632,29.24,30.0,175.44,Low (1-20%),Premium,4.24,4.24,4.24,Overpriced
First Class,Home Office,United States,Houston,Texas,77041,Central,Technology,Phones,438.336,4,0.2,-87.6672,109.584,-20.0,438.336,Low (1-20%),Mid,69.99,69.99,69.99,Overpriced
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,215.544,4,0.3,-58.5048,53.886,-27.142857142857142,215.544,Medium (21-40%),Low,105.623,105.623,105.623,Underpriced
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Envelopes,55.584,6,0.2,20.844,9.264,37.5,55.584,Low (1-20%),Mid,9.303999999999998,9.303999999999998,9.303999999999998,Fair
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,127.386,2,0.3,-25.4772,63.693,-20.0,127.386,Medium (21-40%),Low,105.623,105.623,105.623,Underpriced
Second Class,Consumer,United States,San Angelo,Texas,76903,Central,Furniture,Chairs,248.43,5,0.3,-17.745,49.686,-7.142857142857142,248.43,Medium (21-40%),Low,105.623,105.623,105.623,Underpriced
Second Class,Consumer,United States,San Angelo,Texas,76903,Central,Office Supplies,Appliances,11.648,4,0.8,-30.8672,2.912,-265.0,11.648,High (41%+),Low,30.448,30.448,30.448,Underpriced
Second Class,Consumer,United States,San Angelo,Texas,76903,Central,Furniture,Chairs,85.246,2,0.3,-1.2178,42.623,-1.4285714285714286,85.246,Medium (21-40%),Low,105.623,105.623,105.623,Underpriced
Second Class,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Art,20.64,5,0.2,2.322,4.128,11.25,20.64,Low (1-20%),Mid,4.24,4.24,4.24,Fair
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,148.02,3,0.0,41.4456,49.34,28.0,148.02,No Discount,Premium,14.136,14.136,14.136,Overpriced
Same Day,Corporate,United States,Garden City,Kansas,67846,Central,Office Supplies,Storage,33.29,1,0.0,7.9896,33.29,24.000000000000004,33.29,No Discount,Mid,37.208,37.208,37.208,Fair
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,204.95,5,0.0,100.4255,40.99,49.00000000000001,204.95,No Discount,Premium,6.48,6.48,6.48,Overpriced
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,526.344,4,0.3,-75.192,131.586,-14.285714285714285,526.344,Medium (21-40%),Mid,105.623,105.623,105.623,Fair
Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,41.96,2,0.0,10.9096,20.98,26.0,41.96,No Discount,Mid,14.136,14.136,14.136,Overpriced
Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Chairs,451.152,3,0.2,0.0,150.384,0.0,451.152,Low (1-20%),Mid,105.623,105.623,105.623,Overpriced
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,31.504,11,0.2,11.0264,2.8640000000000003,35.0,31.504,Low (1-20%),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,30.672,3,0.2,9.585,10.224,31.25,30.672,Low (1-20%),Mid,9.303999999999998,9.303999999999998,9.303999999999998,Fair
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,1079.976,4,0.4,125.9972,269.994,11.666666666666666,1079.976,Medium (21-40%),Low,439.992,439.992,439.992,Underpriced
Standard Class,Consumer,United States,Modesto,California,95351,West,Furniture,Chairs,161.568,2,0.2,-28.2744,80.784,-17.5,161.568,Low (1-20%),Mid,105.623,105.623,105.623,Fair
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,2.934,3,0.8,-4.9878,0.978,-170.0,2.934,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Accessories,18.528,2,0.2,4.4004,9.264,23.750000000000004,18.528,Low (1-20%),Low,29.99,29.99,29.99,Underpriced
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,670.752,3,0.2,-125.766,223.584,-18.750000000000004,670.752,Low (1-20%),Premium,37.208,37.208,37.208,Overpriced
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,64.96,5,0.6,-43.848,12.992,-67.5,64.96,High (41%+),Mid,14.136,14.136,14.136,Fair
First Class,Corporate,United States,Riverside,California,92503,West,Technology,Accessories,41.94,2,0.0,15.0984,20.97,36.00000000000001,41.94,No Discount,Mid,29.99,29.99,29.99,Underpriced
First Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Paper,11.96,2,0.0,5.8604,5.98,49.0,11.96,No Discount,Mid,6.48,6.48,6.48,Fair
First Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Art,13.12,4,0.0,3.8048,3.28,29.000000000000004,13.12,No Discount,Mid,4.24,4.24,4.24,Fair
First Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Storage,535.41,3,0.0,160.623,178.47,30.0,535.41,No Discount,Premium,37.208,37.208,37.208,Overpriced
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Furniture,Furnishings,72.78,3,0.6,-70.9605,24.26,-97.5,72.78,High (41%+),Premium,14.136,14.136,14.136,Overpriced
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,36.84,3,0.0,17.3148,12.28,47.0,36.84,No Discount,Premium,6.48,6.48,6.48,Overpriced
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Labels,87.71,7,0.0,41.2237,12.53,47.0,87.71,No Discount,Premium,3.984,3.984,3.984,Overpriced
Standard Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Tables,562.2925,7,0.45,-255.5875,80.3275,-45.45454545454545,562.2925,High (41%+),Low,145.49,145.49,145.49,Underpriced
Standard Class,Home Office,United States,New York City,New York,10035,East,Furniture,Furnishings,56.52,9,0.0,21.4776,6.28,37.99999999999999,56.52,No Discount,Low,14.136,14.136,14.136,Underpriced
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,11.264,8,0.2,1.2672,1.408,11.250000000000002,11.264,Low (1-20%),Low,4.24,4.24,4.24,Underpriced
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,284.08,10,0.2,24.857,28.408,8.75,284.08,Low (1-20%),Mid,37.208,37.208,37.208,Fair
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,18.496,4,0.2,6.7048,4.624,36.25,18.496,Low (1-20%),Low,6.48,6.48,6.48,Underpriced
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,14.73,3,0.0,7.2177,4.91,49.0,14.73,No Discount,Mid,3.984,3.984,3.984,Fair
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Storage,186.54,3,0.0,50.3658,62.18,27.0,186.54,No Discount,Mid,37.208,37.208,37.208,Overpriced
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Tables,557.728,4,0.2,6.9716,139.432,1.25,557.728,Low (1-20%),Mid,145.49,145.49,145.49,Fair
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Phones,159.968,4,0.2,-31.9936,39.992,-20.0,159.968,Low (1-20%),Low,69.99,69.99,69.99,Underpriced
Standard Class,Consumer,United States,Lawton,Oklahoma,73505,Central,Office Supplies,Appliances,471.9,6,0.0,155.727,78.64999999999999,33.0,471.9,No Discount,Premium,30.448,30.448,30.448,Overpriced
Standard Class,Consumer,United States,Lawton,Oklahoma,73505,Central,Office Supplies,Art,3.52,2,0.0,1.6896,1.76,48.0,3.52,No Discount,Low,4.24,4.24,4.24,Underpriced
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Office Supplies,Paper,49.12,4,0.0,23.0864,12.28,47.0,49.12,No Discount,Premium,6.48,6.48,6.48,Overpriced
Standard Class,Home Office,United States,Santa Ana,California,92704,West,Office Supplies,Labels,20.16,7,0.0,9.8784,2.88,48.99999999999999,20.16,No Discount,Low,3.984,3.984,3.984,Underpriced
First Class,Corporate,United States,Rapid City,South Dakota,57701,Central,Office Supplies,Binders,10.68,2,0.0,5.0196,5.34,47.0,10.68,No Discount,Mid,5.390000000000001,5.390000000000001,5.390000000000001,Fair
First Class,Corporate,United States,Rapid City,South Dakota,57701,Central,Furniture,Bookcases,141.96,2,0.0,39.7488,70.98,28.000000000000004,141.96,No Discount,Low,102.833,102.833,102.833,Underpriced
First Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Storage,32.48,2,0.0,4.872,16.24,15.000000000000002,32.48,No Discount,Low,37.208,37.208,37.208,Underpriced
First Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,20.04,3,0.0,9.6192,6.68,48.0,20.04,No Discount,Mid,6.48,6.48,6.48,Fair
First Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Copiers,13999.96,4,0.0,6719.9808,3499.99,48.00000000000001,13999.96,No Discount,Premium,439.992,439.992,439.992,Overpriced
Standard Class,Consumer,United States,Middletown,Connecticut,6457,East,Technology,Accessories,238.0,2,0.0,38.08,119.0,16.0,238.0,No Discount,Premium,29.99,29.99,29.99,Overpriced
Standard Class,Consumer,United States,Middletown,Connecticut,6457,East,Office Supplies,Paper,61.96,2,0.0,27.882,30.98,45.0,61.96,No Discount,Premium,6.48,6.48,6.48,Overpriced
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Furniture,Tables,239.372,2,0.3,-23.9372,119.686,-10.0,239.372,Medium (21-40%),Mid,145.49,145.49,145.49,Fair
Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Accessories,595.0,5,0.0,95.2,119.0,16.0,595.0,No Discount,Premium,29.99,29.99,29.99,Overpriced
Standard Class,Corporate,United States,Odessa,Texas,79762,Central,Office Supplies,Paper,16.032,3,0.2,5.6112,5.344,35.0,16.032,Low (1-20%),Low,6.48,6.48,6.48,Fair
Standard Class,Home Office,United States,Milford,Connecticut,6460,East,Technology,Accessories,199.75,5,0.0,87.89,39.95,44.0,199.75,No Discount,Mid,29.99,29.99,29.99,Overpriced
Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Furniture,Chairs,227.96,2,0.0,36.4736,113.98,15.999999999999998,227.96,No Discount,Mid,105.623,105.623,105.623,Fair
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,293.52,6,0.0,76.3152,48.92,26.0,293.52,No Discount,Mid,30.448,30.448,30.448,Overpriced
Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,307.98,2,0.0,89.3142,153.99,29.0,307.98,No Discount,Premium,69.99,69.99,69.99,Overpriced
Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings,96.96,6,0.0,33.936,16.16,35.0,96.96,No Discount,Mid,14.136,14.136,14.136,Fair
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,117.488,7,0.2,41.1208,16.784,35.0,117.488,Low (1-20%),Premium,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,11.952,3,0.2,4.1832,3.984,35.0,11.952,Low (1-20%),Mid,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
